run_id,sweep,scenario,model,arm,level,phrasing_idx,rep,blameworthiness,inferred_probability,inferred_alpha,inferred_cost,oracle_at_reference,oracle_at_inferred,error
baseline-high-1-1,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,1,1,40,80,20,60,0.012637604464285681,0.012148114285714225,
baseline-high-1-2,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,1,2,40,80,20,40,0.012637604464285681,0.012148114285714225,
baseline-high-1-3,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,1,3,40,80,20,60,0.012637604464285681,0.012148114285714225,
baseline-high-1-4,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,1,4,40,80,20,60,0.012637604464285681,0.012148114285714225,
baseline-high-1-5,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,1,5,40,80,20,60,0.012637604464285681,0.012148114285714225,
baseline-high-1-6,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,1,6,60,80,20,70,0.012637604464285681,0.012148114285714225,
baseline-high-1-7,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,1,7,30,80,20,70,0.012637604464285681,0.012148114285714225,
baseline-high-1-8,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,1,8,60,70,20,40,0.012637604464285681,0.03141334285714294,
baseline-high-1-9,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,1,9,40,70,20,60,0.012637604464285681,0.03141334285714294,
baseline-high-2-0,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,2,0,20,60,10,80,0.012637604464285681,0.055983542857142854,
baseline-high-2-1,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,2,1,30,80,10,20,0.012637604464285681,0.01214811428571423,
baseline-high-2-2,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,2,2,40,70,20,60,0.012637604464285681,0.03141334285714294,
baseline-high-2-3,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,2,3,20,80,10,70,0.012637604464285681,0.01214811428571423,
baseline-high-2-4,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,2,4,40,70,20,80,0.012637604464285681,0.03141334285714294,
baseline-high-2-5,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,2,5,60,70,20,40,0.012637604464285681,0.03141334285714294,
baseline-high-2-6,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,2,6,30,70,20,80,0.012637604464285681,0.03141334285714294,
baseline-high-2-7,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,2,7,20,70,30,80,0.012637604464285681,0.031413342857142965,
baseline-high-2-8,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,2,8,30,80,20,60,0.012637604464285681,0.012148114285714225,
baseline-high-2-9,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,high,2,9,30,70,20,80,0.012637604464285681,0.03141334285714294,
baseline-very_high-0-0,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,0,0,30,80,20,60,0.0019472857142856942,0.012148114285714225,
baseline-very_high-0-1,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,0,1,40,80,20,60,0.0019472857142856942,0.012148114285714225,
baseline-very_high-0-2,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,0,2,20,80,20,60,0.0019472857142856942,0.012148114285714225,
baseline-very_high-0-3,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,0,3,30,80,20,60,0.0019472857142856942,0.012148114285714225,
baseline-very_high-0-4,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,0,4,20,80,10,60,0.0019472857142856942,0.01214811428571423,
baseline-very_high-0-5,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,0,5,30,80,20,60,0.0019472857142856942,0.012148114285714225,
baseline-very_high-0-6,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,0,6,30,80,20,60,0.0019472857142856942,0.012148114285714225,
baseline-very_high-0-7,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,0,7,20,80,20,60,0.0019472857142856942,0.012148114285714225,
baseline-very_high-0-8,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,0,8,20,80,10,50,0.0019472857142856942,0.01214811428571423,
baseline-very_high-0-9,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,0,9,30,90,20,60,0.0019472857142856942,0.0019472857142856946,
baseline-very_high-1-0,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,1,0,40,90,20,60,0.0019472857142856942,0.0019472857142856946,
baseline-very_high-1-1,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,1,1,40,90,20,60,0.0019472857142856942,0.0019472857142856946,
baseline-very_high-1-2,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,1,2,20,90,10,80,0.0019472857142856942,0.0019472857142856946,
baseline-very_high-1-3,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,1,3,40,90,20,60,0.0019472857142856942,0.0019472857142856946,
baseline-very_high-1-4,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,1,4,70,90,20,80,0.0019472857142856942,0.0019472857142856946,
baseline-very_high-1-5,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,1,5,20,90,10,80,0.0019472857142856942,0.0019472857142856946,
baseline-very_high-1-6,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,1,6,20,90,10,80,0.0019472857142856942,0.0019472857142856946,
baseline-very_high-1-7,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,1,7,20,90,10,80,0.0019472857142856942,0.0019472857142856946,
baseline-very_high-1-8,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,1,8,20,90,10,80,0.0019472857142856942,0.0019472857142856946,
baseline-very_high-1-9,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,1,9,20,90,10,80,0.0019472857142856942,0.0019472857142856946,
baseline-very_high-2-0,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,2,0,40,90,20,80,0.0019472857142856942,0.0019472857142856946,
baseline-very_high-2-1,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,2,1,20,90,20,80,0.0019472857142856942,0.0019472857142856946,
baseline-very_high-2-2,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,2,2,20,90,10,80,0.0019472857142856942,0.0019472857142856946,
baseline-very_high-2-3,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,2,3,60,90,20,80,0.0019472857142856942,0.0019472857142856946,
baseline-very_high-2-4,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,2,4,20,90,10,80,0.0019472857142856942,0.0019472857142856946,
baseline-very_high-2-5,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,2,5,20,90,20,80,0.0019472857142856942,0.0019472857142856946,
baseline-very_high-2-6,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,2,6,20,90,10,50,0.0019472857142856942,0.0019472857142856946,
baseline-very_high-2-7,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,2,7,20,90,10,80,0.0019472857142856942,0.0019472857142856946,
baseline-very_high-2-8,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,2,8,20,90,10,80,0.0019472857142856942,0.0019472857142856946,
baseline-very_high-2-9,sweep1_p0,s02_grant,meta-llama/llama-3.3-70b-instruct,baseline,very_high,2,9,20,90,10,80,0.0019472857142856942,0.0019472857142856946,
